,UDI,Product ID,Type,Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Normalized_air_temp,Normalized_process_temp,Power [W],Machine failure Labelled
2902,2903,M17762,M,1541,35.2,108,0,0,0,0,0,0,300.5949930427324,299.59186760527734,5680.329822933334,No Failure
2903,2904,M17763,M,1733,26.7,111,0,0,0,0,0,0,300.69498011025934,299.6592651207544,4845.4941683,No Failure
2905,2906,L50085,L,1552,36.4,115,0,0,0,0,0,0,300.5949930427324,299.59186760527734,5915.907185066665,No Failure
2906,2907,L50086,L,1409,38.7,117,0,0,0,0,0,0,300.5949930427324,299.5244700898004,5710.1853999,No Failure
2907,2908,M17767,M,1581,35.7,120,0,0,0,0,0,0,300.5949930427324,299.59186760527734,5910.5560101,No Failure
2908,2909,L50088,L,1251,59.9,122,0,0,0,0,0,0,300.69498011025934,299.6592651207544,7847.1577497,HDF
2909,2910,L50089,L,1500,44.1,124,0,0,0,0,0,0,300.69498011025934,299.7266626362314,6927.2059500000005,No Failure
2910,2911,L50090,L,1576,38.8,126,0,0,0,0,0,0,300.5949930427324,299.6592651207544,6403.481953066666,No Failure
2911,2912,M17771,M,1352,44.0,129,0,0,0,0,0,0,300.69498011025934,299.6592651207544,6229.563530666667,HDF
2912,2913,L50092,L,1661,30.3,131,0,0,0,0,0,0,300.69498011025934,299.7266626362314,5270.3627999,No Failure
2913,2914,L50093,L,1541,34.6,133,0,0,0,0,0,0,300.69498011025934,299.7266626362314,5583.506019133333,No Failure
2914,2915,H32328,H,1888,20.5,138,0,0,0,0,0,0,300.5949930427324,299.7266626362314,4053.0699786666655,No Failure
2915,2916,L50095,L,1255,62.1,140,0,0,0,0,0,0,300.4950059752055,299.6592651207544,8161.3795815,HDF
2916,2917,L50096,L,1411,41.6,142,0,0,0,0,0,0,300.5949930427324,299.7266626362314,6146.793106133333,No Failure
2917,2918,L50097,L,1516,39.0,144,0,0,0,0,0,0,300.5949930427324,299.6592651207544,6191.445572,No Failure
2918,2919,M17778,M,1492,34.0,147,0,0,0,0,0,0,300.5949930427324,299.6592651207544,5312.219250666666,No Failure
2919,2920,L50099,L,1726,30.0,149,0,0,0,0,0,0,300.5949930427324,299.7266626362314,5422.38434,No Failure
2920,2921,L50100,L,1598,33.7,151,0,0,0,0,0,0,300.69498011025934,299.79406015170844,5639.426321133333,No Failure
2921,2922,L50101,L,1657,31.1,153,0,0,0,0,0,0,300.79496717778625,299.86145766718545,5396.487166433333,No Failure
2922,2923,L50102,L,1481,38.1,155,0,0,0,0,0,0,300.79496717778625,299.79406015170844,5908.9223833,No Failure
2923,2924,M17783,M,1397,51.3,158,0,0,0,0,0,0,300.69498011025934,299.79406015170844,7504.850103299999,No Failure
2924,2925,L50104,L,1461,44.3,160,0,0,0,0,0,0,300.79496717778625,299.79406015170844,6777.697681899999,No Failure
2925,2926,M17785,M,1388,51.1,163,0,0,0,0,0,0,300.69498011025934,299.7266626362314,7427.430853733334,No Failure
2926,2927,L50106,L,1507,52.4,165,0,0,0,0,0,0,300.69498011025934,299.79406015170844,8269.376973733333,No Failure
2927,2928,M17787,M,1421,49.8,168,0,0,0,0,0,0,300.69498011025934,299.7266626362314,7410.570987399999,No Failure
2928,2929,M17788,M,1258,54.9,171,0,0,0,0,0,0,300.79496717778625,299.79406015170844,7232.380002599999,HDF
2929,2930,M17789,M,1482,39.0,174,0,0,0,0,0,0,300.79496717778625,299.79406015170844,6052.587294,No Failure
2930,2931,H32344,H,1403,51.3,179,0,0,0,0,0,0,300.69498011025934,299.7266626362314,7537.0828167,No Failure
2931,2932,L50111,L,1373,45.4,181,0,0,0,0,0,0,300.79496717778625,299.79406015170844,6527.616645933332,HDF
2932,2933,L50112,L,1460,42.1,183,0,0,0,0,0,0,300.8949542453132,299.79406015170844,6436.699031333333,No Failure
2933,2934,M17793,M,1751,27.9,186,0,0,0,0,0,0,300.79496717778625,299.79406015170844,5115.859403699999,No Failure
2934,2935,M17794,M,1546,42.3,189,0,0,0,0,0,0,300.79496717778625,299.7266626362314,6848.226377399999,No Failure
2935,2936,M17795,M,1680,28.2,192,0,0,0,0,0,0,300.79496717778625,299.79406015170844,4961.198928,No Failure
2936,2937,M17796,M,1394,48.8,195,0,0,0,0,0,0,300.8949542453132,299.79406015170844,7123.785708266665,No Failure
2937,2938,L50117,L,1810,26.0,197,0,0,0,0,0,0,300.69498011025934,299.7266626362314,4928.107513333333,No Failure
2938,2939,L50118,L,1479,34.5,199,0,0,0,0,0,0,300.69498011025934,299.6592651207544,5343.3733515,No Failure
2939,2940,L50119,L,1431,41.4,201,0,0,0,0,0,0,300.8949542453132,299.79406015170844,6203.9491002,TWF
2941,2942,M17801,M,1996,19.8,206,1,1,0,0,0,0,300.69498011025934,299.7266626362314,4138.605002400001,TWF
2942,2943,L50122,L,1461,49.9,2,0,0,0,0,0,0,300.69498011025934,299.6592651207544,7634.472106699999,No Failure
2943,2944,H32357,H,2007,19.7,7,0,0,0,0,0,0,300.69498011025934,299.6592651207544,4140.3957087,No Failure
2944,2945,L50124,L,1505,34.9,9,0,0,0,0,0,0,300.69498011025934,299.7266626362314,5500.348131833333,No Failure
2945,2946,H32359,H,1925,20.5,14,0,0,0,0,0,0,300.69498011025934,299.7266626362314,4132.499845833333,No Failure
2946,2947,M17806,M,1622,30.5,17,0,0,0,0,0,0,300.69498011025934,299.6592651207544,5180.586629666666,No Failure
2947,2948,L50127,L,1592,29.0,19,0,0,0,0,0,0,300.69498011025934,299.6592651207544,4834.697570666667,No Failure
2948,2949,L50128,L,1850,24.5,21,0,0,0,0,0,0,300.69498011025934,299.6592651207544,4746.418891666666,No Failure
2949,2950,M17809,M,1470,48.7,24,0,0,0,0,0,0,300.69498011025934,299.6592651207544,7496.776217,No Failure
2950,2951,M17810,M,1445,46.4,27,0,0,0,0,0,0,300.69498011025934,299.6592651207544,7021.244210666665,No Failure
2951,2952,L50131,L,1685,31.1,29,0,0,0,0,0,0,300.69498011025934,299.6592651207544,5487.677052166666,No Failure
2952,2953,H32366,H,1667,30.5,34,0,0,0,0,0,0,300.69498011025934,299.6592651207544,5324.314372166667,No Failure
2953,2954,L50133,L,1578,35.4,36,0,0,0,0,0,0,300.69498011025934,299.6592651207544,5849.766243599999,No Failure
2954,2955,H32368,H,1691,28.0,41,0,0,0,0,0,0,300.5949930427324,299.59186760527734,4958.266777333333,No Failure
2955,2956,M17815,M,1439,43.8,44,0,0,0,0,0,0,300.69498011025934,299.6592651207544,6600.2920946,No Failure
2956,2957,M17816,M,1404,38.7,47,0,0,0,0,0,0,300.79496717778625,299.7266626362314,5689.9221444,No Failure
2957,2958,L50137,L,1498,45.8,49,0,0,0,0,0,0,300.79496717778625,299.7266626362314,7184.648778533333,No Failure
2958,2959,M17818,M,1481,44.5,52,0,0,0,0,0,0,300.79496717778625,299.6592651207544,6901.497271833333,No Failure
2959,2960,M17819,M,1589,35.0,55,0,0,0,0,0,0,300.69498011025934,299.59186760527734,5823.9842616666665,No Failure
2960,2961,L50140,L,1467,44.3,57,0,0,0,0,0,0,300.69498011025934,299.6592651207544,6805.5321693,No Failure
2961,2962,L50141,L,1654,32.8,59,0,0,0,0,0,0,300.5949930427324,299.59186760527734,5681.167580266666,No Failure
2962,2963,L50142,L,1508,39.9,61,0,0,0,0,0,0,300.69498011025934,299.6592651207544,6300.8985676,No Failure
2963,2964,M17823,M,1439,43.0,64,0,0,0,0,0,0,300.69498011025934,299.7266626362314,6479.738814333335,No Failure
2964,2965,L50144,L,1692,30.3,66,0,0,0,0,0,0,300.69498011025934,299.6592651207544,5368.725982800001,No Failure
2965,2966,M17825,M,1838,24.9,69,0,0,0,0,0,0,300.69498011025934,299.6592651207544,4792.6212086,No Failure
2966,2967,L50146,L,1601,40.2,71,0,0,0,0,0,0,300.5949930427324,299.5244700898004,6739.7786906,No Failure
2967,2968,L50147,L,1369,51.6,73,0,0,0,0,0,0,300.5949930427324,299.59186760527734,7397.439141199999,HDF
2968,2969,M17828,M,1312,45.2,76,0,0,0,0,0,0,300.5949930427324,299.59186760527734,6210.127560533332,HDF
2969,2970,L50149,L,1468,44.1,78,0,0,0,0,0,0,300.5949930427324,299.59186760527734,6779.4255564,No Failure
2970,2971,M17830,M,1452,39.4,81,0,0,0,0,0,0,300.5949930427324,299.59186760527734,5990.886466399999,No Failure
2971,2972,M17831,M,1393,43.9,84,0,0,0,0,0,0,300.69498011025934,299.6592651207544,6403.890359766666,No Failure
2972,2973,M17832,M,1432,44.2,87,0,0,0,0,0,0,300.5949930427324,299.59186760527734,6628.168469866667,No Failure
2973,2974,M17833,M,1510,46.0,90,0,0,0,0,0,0,300.5949930427324,299.5244700898004,7273.828046666667,No Failure
2974,2975,M17834,M,1521,37.2,93,0,0,0,0,0,0,300.5949930427324,299.59186760527734,5925.1644036,No Failure
2975,2976,H32389,H,1360,46.2,98,0,0,0,0,0,0,300.4950059752055,299.59186760527734,6579.746096,HDF
2976,2977,M17836,M,1881,25.5,101,0,0,0,0,0,0,300.4950059752055,299.5244700898004,5022.931171499999,No Failure
2977,2978,L50157,L,1413,50.3,103,0,0,0,0,0,0,300.39501890767855,299.5244700898004,7442.8351167,No Failure
2978,2979,H32392,H,1642,36.2,108,0,0,0,0,0,0,300.4950059752055,299.59186760527734,6224.578874533334,No Failure
2979,2980,L50159,L,1542,38.5,110,0,0,0,0,0,0,300.4950059752055,299.6592651207544,6216.892451,No Failure
2980,2981,L50160,L,1447,39.3,112,0,0,0,0,0,0,300.39501890767855,299.6592651207544,5955.1037563,No Failure
2981,2982,H32395,H,1530,40.4,117,0,0,0,0,0,0,300.39501890767855,299.59186760527734,6472.932036,No Failure
2982,2983,L50162,L,1795,27.7,119,0,0,0,0,0,0,300.4950059752055,299.6592651207544,5206.818906166666,No Failure
2983,2984,L50163,L,1290,57.4,121,0,0,0,0,0,0,300.5949930427324,299.7266626362314,7754.072437999999,HDF
2984,2985,L50164,L,1639,30.4,123,0,0,0,0,0,0,300.5949930427324,299.79406015170844,5217.720223466666,No Failure
2985,2986,L50165,L,1596,31.5,125,0,0,0,0,0,0,300.69498011025934,299.86145766718545,5264.676522,No Failure
2986,2987,L50166,L,1455,48.0,127,0,0,0,0,0,0,300.5949930427324,299.86145766718545,7313.621519999999,No Failure
2987,2988,M17847,M,1659,28.9,130,0,0,0,0,0,0,300.5949930427324,299.86145766718545,5020.794890299999,No Failure
2988,2989,M17848,M,1532,42.5,133,0,0,0,0,0,0,300.5949930427324,299.86145766718545,6818.297496666666,No Failure
2989,2990,L50169,L,1502,42.4,135,0,0,0,0,0,0,300.5949930427324,299.86145766718545,6669.051027733333,No Failure
2990,2991,L50170,L,1688,28.6,137,0,0,0,0,0,0,300.5949930427324,299.86145766718545,5055.5304037333335,No Failure
2991,2992,M17851,M,1341,50.9,140,0,0,0,0,0,0,300.4950059752055,299.79406015170844,7147.839815699999,HDF
2992,2993,M17852,M,1685,29.4,143,0,0,0,0,0,0,300.4950059752055,299.79406015170844,5187.707567,No Failure
2993,2994,M17853,M,1370,55.9,146,0,0,0,0,0,0,300.4950059752055,299.86145766718545,8019.746232333332,HDF
2994,2995,L50174,L,1461,52.5,148,0,0,0,0,0,0,300.4950059752055,299.86145766718545,8032.2602325,No Failure
2995,2996,L50175,L,1550,37.4,150,0,0,0,0,0,0,300.4950059752055,299.86145766718545,6070.599076666666,No Failure
2996,2997,M17856,M,1508,37.8,153,0,0,0,0,0,0,300.4950059752055,299.86145766718545,5969.272327199999,No Failure
2997,2998,L50177,L,1345,62.7,155,0,0,0,0,0,0,300.4950059752055,299.86145766718545,8831.1665695,HDF
2998,2999,L50178,L,1616,34.5,157,0,0,0,0,0,0,300.4950059752055,299.79406015170844,5838.330856,No Failure
2999,3000,L50179,L,1395,61.0,159,0,0,0,0,0,0,300.4950059752055,299.79406015170844,8911.120035,No Failure
3000,3001,H32414,H,1324,72.8,164,1,0,0,1,0,0,300.4950059752055,299.86145766718545,10093.635454933332,"HDF, PWF"
3001,3002,L50181,L,1445,43.9,166,0,0,0,0,0,0,300.4950059752055,299.86145766718545,6642.944414833332,No Failure
3002,3003,M17862,M,1555,38.9,169,0,0,0,0,0,0,300.4950059752055,299.86145766718545,6334.440276833333,No Failure
3003,3004,M17863,M,1449,42.4,172,0,0,0,0,0,0,300.5949930427324,299.92885518266246,6433.7249928,No Failure
3004,3005,M17864,M,1466,53.2,175,0,0,0,0,0,0,300.4950059752055,299.92885518266246,8167.212466933332,No Failure
3005,3006,L50185,L,1503,37.4,177,0,0,0,0,0,0,300.4950059752055,299.92885518266246,5886.522846599999,No Failure
3006,3007,L50186,L,1488,35.7,179,0,0,0,0,0,0,300.39501890767855,299.79406015170844,5562.876244800001,No Failure
3007,3008,L50187,L,1314,50.2,181,0,0,0,0,0,0,300.39501890767855,299.79406015170844,6907.6024284000005,HDF
3008,3009,M17868,M,1547,38.0,184,0,0,0,0,0,0,300.39501890767855,299.79406015170844,6156.050324666666,No Failure
3009,3010,M17869,M,1466,39.8,187,0,0,0,0,0,0,300.39501890767855,299.79406015170844,6110.057447066665,No Failure
3010,3011,L50190,L,1537,37.1,189,0,0,0,0,0,0,300.2950318401517,299.7266626362314,5971.398136433333,No Failure
3011,3012,M17871,M,1434,51.5,192,0,0,0,0,0,0,300.1950447726247,299.6592651207544,7733.652103,No Failure
3012,3013,L50192,L,1432,44.7,194,0,0,0,0,0,0,300.39501890767855,299.7266626362314,6703.1477512,No Failure
3013,3014,L50193,L,1390,48.4,196,0,0,0,0,0,0,300.4950059752055,299.7266626362314,7045.120294666665,No Failure
3014,3015,L50194,L,1580,42.8,198,0,0,0,0,0,0,300.4950059752055,299.79406015170844,7081.5627386666665,No Failure
3015,3016,L50195,L,1589,30.5,200,0,0,0,0,0,0,300.4950059752055,299.79406015170844,5075.1862851666665,TWF
3016,3017,L50196,L,1441,48.8,202,0,0,0,0,0,0,300.4950059752055,299.86145766718545,7363.970735733333,TWF
3017,3018,L50197,L,1305,51.7,204,0,0,0,0,0,0,300.4950059752055,299.86145766718545,7065.2788305,"TWF, HDF"
3018,3019,M17878,M,1566,35.9,207,0,0,0,0,0,0,300.4950059752055,299.86145766718545,5887.276828200001,TWF
3019,3020,L50199,L,1379,54.2,209,1,0,0,0,1,0,300.4950059752055,299.86145766718545,7826.936382066666,"TWF, HDF, OSF"
3020,3021,L50200,L,1543,38.1,211,0,0,0,0,0,0,300.39501890767855,299.7266626362314,6156.291179899999,TWF
3021,3022,L50201,L,1421,49.6,213,0,0,0,0,0,0,300.4950059752055,299.86145766718545,7380.809658133334,TWF
3022,3023,L50202,L,1760,30.6,215,0,0,0,0,0,0,300.4950059752055,299.7266626362314,5639.782368,TWF
3023,3024,L50203,L,1711,29.2,217,0,0,0,0,0,0,300.39501890767855,299.6592651207544,5231.920210266666,TWF
3024,3025,L50204,L,1465,41.6,219,0,0,0,0,0,0,300.4950059752055,299.7266626362314,6382.035365333332,TWF
3025,3026,L50205,L,1366,50.2,221,0,0,0,0,0,0,300.4950059752055,299.7266626362314,7180.962646266667,"TWF, HDF, OSF"
3026,3027,M17886,M,1888,21.9,224,0,0,0,0,0,0,300.39501890767855,299.6592651207544,4329.865001599999,TWF
3027,3028,L50207,L,1777,23.6,2,0,0,0,0,0,0,300.4950059752055,299.6592651207544,4391.649604933333,No Failure
3028,3029,L50208,L,1379,55.6,4,0,0,0,0,0,0,300.4950059752055,299.6592651207544,8029.108170533333,HDF
3029,3030,L50209,L,1525,51.3,6,0,0,0,0,0,0,300.39501890767855,299.6592651207544,8192.4813225,No Failure
3030,3031,M17890,M,1563,34.0,9,0,0,0,0,0,0,300.39501890767855,299.7266626362314,5565.012526,No Failure
3031,3032,M17891,M,1389,43.3,12,0,0,0,0,0,0,300.4950059752055,299.79406015170844,6298.228216099999,No Failure
3032,3033,M17892,M,1447,42.9,15,0,0,0,0,0,0,300.5949930427324,299.86145766718545,6500.6094439,No Failure
3033,3034,M17893,M,1934,22.8,18,0,0,0,0,0,0,300.5949930427324,299.79406015170844,4617.6346456,No Failure
3034,3035,H32448,H,1470,43.8,23,0,0,0,0,0,0,300.5949930427324,299.79406015170844,6742.480457999999,No Failure
3035,3036,M17895,M,1428,42.6,26,0,0,0,0,0,0,300.5949930427324,299.79406015170844,6370.3905384,No Failure
3036,3037,L50216,L,1319,48.1,28,0,0,0,0,0,0,300.39501890767855,299.7266626362314,6643.824060033333,HDF
3037,3038,L50217,L,1887,24.3,30,0,0,0,0,0,0,300.4950059752055,299.79406015170844,4801.8260673,No Failure
3038,3039,L50218,L,1349,50.4,32,0,0,0,0,0,0,300.39501890767855,299.6592651207544,7119.8482488,HDF
3039,3040,M17899,M,1665,31.4,35,0,0,0,0,0,0,300.2950318401517,299.6592651207544,5474.848892999999,No Failure
3040,3041,L50220,L,1474,38.7,37,0,0,0,0,0,0,300.2950318401517,299.6592651207544,5973.6077214,No Failure
3041,3042,L50221,L,1543,38.9,39,0,0,0,0,0,0,300.39501890767855,299.6592651207544,6285.557136433332,No Failure
3042,3043,M17902,M,1459,43.9,42,0,0,0,0,0,0,300.1950447726247,299.59186760527734,6707.305121966667,No Failure
3043,3044,L50223,L,1551,37.9,44,0,0,0,0,0,0,300.2950318401517,299.6592651207544,6155.7256937,No Failure
3044,3045,L50224,L,1981,21.4,46,0,0,0,0,0,0,300.1950447726247,299.59186760527734,4439.422716866667,No Failure
3045,3046,L50225,L,1526,35.3,48,0,0,0,0,0,0,300.1950447726247,299.59186760527734,5641.018060066665,No Failure
3046,3047,M17906,M,1501,40.0,51,0,0,0,0,0,0,300.1950447726247,299.59186760527734,6287.368786666666,No Failure
3047,3048,L50227,L,1558,38.3,53,0,0,0,0,0,0,300.1950447726247,299.59186760527734,6248.769117533332,No Failure
3048,3049,L50228,L,1532,43.2,55,0,0,0,0,0,0,300.1950447726247,299.5244700898004,6930.598867199999,No Failure
3049,3050,L50229,L,1326,55.9,57,0,0,0,0,0,0,300.0950577050979,299.4570725743233,7762.177740200001,HDF
3050,3051,L50230,L,1431,51.3,59,0,0,0,0,0,0,300.1950447726247,299.4570725743233,7687.502145899999,No Failure
3051,3052,L50231,L,1366,49.3,61,0,0,0,0,0,0,300.1950447726247,299.5244700898004,7052.220288066666,HDF
3052,3053,L50232,L,1421,42.5,63,0,0,0,0,0,0,300.0950577050979,299.4570725743233,6324.2824691666665,No Failure
3053,3054,H32467,H,1506,35.6,68,0,0,0,0,0,0,300.1950447726247,299.5244700898004,5614.398320799999,No Failure
3054,3055,H32468,H,1342,48.7,73,0,0,0,0,0,0,300.1950447726247,299.5244700898004,6843.995702866668,HDF
3055,3056,L50235,L,1427,37.6,75,0,0,0,0,0,0,300.0950577050979,299.4570725743233,5618.754658933334,No Failure
3056,3057,L50236,L,1667,29.9,77,0,0,0,0,0,0,300.1950447726247,299.4570725743233,5219.573761566667,No Failure
3057,3058,L50237,L,1400,46.7,79,0,0,0,0,0,0,300.0950577050979,299.3896750588464,6846.571806666667,No Failure
3058,3059,L50238,L,1709,32.1,81,0,0,0,0,0,0,299.9950706375709,299.3222775433693,5744.8057217000005,No Failure
3059,3060,M17919,M,1368,45.8,84,0,0,0,0,0,0,299.9950706375709,299.3222775433693,6561.147883199998,HDF
3060,3061,L50240,L,1882,23.8,86,0,0,0,0,0,0,299.9950706375709,299.3896750588464,4690.561421466667,No Failure
3061,3062,L50241,L,1353,58.7,88,0,0,0,0,0,0,300.0950577050979,299.3896750588464,8316.9511183,HDF
3062,3063,L50242,L,1553,40.0,90,0,0,0,0,0,0,299.895083570044,299.3222775433693,6505.185693333333,No Failure
3063,3064,L50243,L,1431,45.4,92,0,0,0,0,0,0,299.9950706375709,299.3896750588464,6803.364472199999,No Failure
3064,3065,M17924,M,1731,30.4,95,0,0,0,0,0,0,300.0950577050979,299.3896750588464,5510.600187199999,No Failure
3065,3066,M17925,M,1687,27.7,98,0,0,0,0,0,1,300.0950577050979,299.4570725743233,4893.539551366667,RNF
3066,3067,M17926,M,1457,44.3,101,0,0,0,0,0,0,300.0950577050979,299.4570725743233,6759.141356966666,No Failure
3067,3068,L50247,L,1533,37.0,103,0,0,0,0,0,0,300.0950577050979,299.4570725743233,5939.804212999999,No Failure
3068,3069,H32482,H,1622,31.8,108,0,0,0,0,0,0,299.9950706375709,299.3222775433693,5401.398518800001,No Failure
3069,3070,L50249,L,1791,28.2,110,0,0,0,0,0,0,299.9950706375709,299.3896750588464,5288.9924286,No Failure
3070,3071,L50250,L,1631,28.3,112,0,0,0,0,0,0,299.9950706375709,299.3896750588464,4833.577070233333,No Failure
3072,3073,L50252,L,1314,58.2,116,0,0,0,0,0,0,300.0950577050979,299.3222775433693,8008.4155644,HDF
3073,3074,L50253,L,1478,46.9,118,0,0,0,0,0,0,300.0950577050979,299.3896750588464,7258.978797933333,No Failure
3074,3075,L50254,L,1783,27.3,120,0,0,0,0,0,0,300.0950577050979,299.4570725743233,5097.3240227,No Failure
3075,3076,M17935,M,1385,46.1,123,0,0,0,0,0,0,300.0950577050979,299.4570725743233,6686.193637166666,No Failure
3076,3077,L50256,L,1444,43.6,125,0,0,0,0,0,0,299.9950706375709,299.4570725743233,6592.982661866668,No Failure
3077,3078,L50257,L,1841,23.0,127,0,0,0,0,0,0,300.0950577050979,299.5244700898004,4434.144845666667,No Failure
3078,3079,M17938,M,1349,56.2,130,0,0,0,0,0,0,300.0950577050979,299.59186760527734,7939.195864733334,HDF
3079,3080,L50259,L,1340,56.0,132,0,0,0,0,0,0,300.0950577050979,299.5244700898004,7858.163786666667,HDF
3080,3081,M17940,M,1539,43.2,135,0,0,0,0,0,0,299.895083570044,299.4570725743233,6962.266094400001,No Failure
3081,3082,M17941,M,1932,21.8,138,0,0,0,0,0,0,299.9950706375709,299.5244700898004,4410.541032800001,No Failure
3082,3083,M17942,M,1407,43.9,141,0,0,0,0,0,0,299.9950706375709,299.5244700898004,6468.2510669,No Failure
3083,3084,L50263,L,1712,28.5,143,0,0,0,0,0,0,300.0950577050979,299.5244700898004,5109.481976,No Failure
3084,3085,H32498,H,1329,55.2,148,0,0,0,0,0,0,300.0950577050979,299.59186760527734,7682.318522400001,HDF
3085,3086,L50265,L,1441,42.9,150,0,0,0,0,0,0,300.0950577050979,299.4570725743233,6473.654601699999,No Failure
3086,3087,L50266,L,1610,32.1,152,0,0,0,0,0,0,299.9950706375709,299.4570725743233,5412.017093,No Failure
3087,3088,M17947,M,1474,45.2,155,0,0,0,0,0,0,299.9950706375709,299.3896750588464,6976.9268477333335,No Failure
3088,3089,M17948,M,1624,30.8,158,0,0,0,0,0,0,299.9950706375709,299.3896750588464,5237.993950933333,No Failure
3089,3090,H32503,H,1520,38.2,163,0,0,0,0,0,0,300.0950577050979,299.5244700898004,6080.442725333333,No Failure
3090,3091,H32504,H,1448,45.8,168,0,0,0,0,0,0,300.0950577050979,299.5244700898004,6944.840741866666,No Failure
3091,3092,L50271,L,1558,29.7,170,0,0,0,0,0,0,299.9950706375709,299.5244700898004,4845.6512478,No Failure
3093,3094,L50273,L,1397,51.2,175,0,0,0,0,0,0,299.9950706375709,299.5244700898004,7490.220765866667,No Failure
3094,3095,L50274,L,1972,22.0,177,0,0,0,0,0,0,299.9950706375709,299.5244700898004,4543.158018666667,No Failure
3095,3096,M17955,M,1574,36.5,180,0,0,0,0,0,0,299.895083570044,299.4570725743233,6016.2495696666665,No Failure
3096,3097,L50276,L,1560,38.9,182,0,0,0,0,0,0,299.895083570044,299.4570725743233,6354.808252,No Failure
